SERIALNO,SPORDER,PWGTP,SEX,RAC1P,AGEP,COW,JWMNP,JWRIP,JWTR,MAR,SCHG,SCHL
2.02E+12,3,141,2,1,25,1,30,,4,5,,22
2.02E+12,1,26,1,1,88,1,30,,2,1,,21
2.02E+12,2,21,1,1,70,1,,,11,1,,23
2.02E+12,3,15,2,1,15,,,,,5,12,13
2.02E+12,1,24,2,1,86,,,,,2,,21
2.02E+12,1,25,1,1,49,6,,,,1,,21
2.02E+12,2,26,2,1,37,1,15,,10,1,,21
2.02E+12,1,56,2,1,26,2,30,,4,5,,21
2.02E+12,2,61,1,1,25,1,25,,4,5,,21
2.02E+12,1,19,2,1,25,1,90,,2,5,,21
2.02E+12,2,37,2,1,26,1,20,,4,5,,21
2.02E+12,1,6,1,1,30,1,10,,10,5,16,21
2.02E+12,1,42,2,6,33,1,40,,4,5,,21
2.02E+12,1,21,2,1,80,7,20,,10,1,,21
2.02E+12,2,28,1,1,82,6,,,11,1,,23
2.02E+12,1,26,2,1,32,1,30,,4,5,,21
2.02E+12,1,28,2,1,59,7,,,,3,,19
2.02E+12,1,25,2,1,63,1,,,,1,,21
2.02E+12,2,25,1,1,69,6,,,11,1,,22
2.02E+12,1,33,1,1,70,1,30,,10,1,,22
2.02E+12,2,34,2,1,61,,,,,1,,22
2.02E+12,3,43,1,1,17,,,,,5,13,13
2.02E+12,1,17,1,1,52,1,40,,4,1,,22
2.02E+12,2,13,2,6,50,,,,,1,,21
2.02E+12,3,25,1,9,22,,,,,5,16,21
2.02E+12,4,21,1,9,11,,,,,5,7,7
2.02E+12,1,45,2,1,73,6,45,,4,1,,22
2.02E+12,2,45,1,1,74,6,,,,1,,22
2.02E+12,1,48,1,1,67,1,,,,5,,18
2.02E+12,1,25,1,1,77,1,,,,3,,21
2.02E+12,1,32,2,9,40,2,60,,4,5,,20
2.02E+12,2,54,1,2,16,,,,,5,13,13
2.02E+12,1,53,2,6,36,1,30,,4,5,,22
2.02E+12,1,22,2,1,26,2,2,,10,5,16,22
2.02E+12,1,8,2,1,52,1,30,,4,1,,22
2.02E+12,2,8,1,1,49,6,,,,1,,21
2.02E+12,3,8,1,1,12,,,,,5,8,9
2.02E+12,4,7,2,1,10,,,,,5,6,7
2.02E+12,1,30,1,1,80,1,20,,12,2,,23
2.02E+12,1,46,1,1,35,5,45,,9,5,,22
2.02E+12,1,62,2,1,28,1,60,1,1,5,,21
2.02E+12,1,26,2,1,73,6,15,,7,3,,24
2.02E+12,1,78,1,1,31,1,45,,2,5,,23
2.02E+12,1,20,1,1,29,1,25,,4,1,,22
2.02E+12,2,19,2,1,27,1,35,,4,1,,22
2.02E+12,1,64,1,1,27,1,30,,10,5,,21
2.02E+12,2,61,2,1,27,1,28,,10,5,,21
2.02E+12,1,68,1,1,60,1,35,,10,1,,23
2.02E+12,2,74,2,1,57,3,20,,9,1,,21
2.02E+12,1,23,2,1,78,1,40,,2,3,,22
2.02E+12,1,29,1,1,59,1,35,,4,5,,21
2.02E+12,1,73,2,1,53,2,50,,10,5,,21
2.02E+12,1,28,2,1,69,,,,,3,,15
2.02E+12,1,38,2,1,49,1,45,,4,5,,22
2.02E+12,1,127,1,1,44,1,25,,12,1,,22
2.02E+12,2,122,2,1,42,1,40,,12,1,,21
2.02E+12,3,99,2,1,11,,,,,5,9,9
2.02E+12,4,100,2,1,7,,,,,5,5,5
2.02E+12,1,19,1,1,86,,,,,5,,16
2.02E+12,1,117,2,1,48,1,30,,4,5,,22
2.02E+12,1,28,2,1,60,2,10,,10,3,,21
2.02E+12,1,29,1,1,95,,,,,2,,23
2.02E+12,2,36,1,1,57,2,40,1,1,5,,22
2.02E+12,3,33,1,6,50,6,,,11,1,,21
2.02E+12,1,21,2,6,26,1,20,,4,5,,21
2.02E+12,2,42,2,1,25,1,15,,4,5,,21
2.02E+12,1,6,1,1,20,1,5,,10,5,15,19
2.02E+12,1,20,1,1,25,1,20,,4,5,,21
2.02E+12,2,30,1,1,25,2,,,,5,,21
2.02E+12,3,17,2,1,24,1,45,,4,5,,21
2.02E+12,4,30,1,1,26,1,30,,4,5,16,21
2.02E+12,1,48,2,6,50,1,20,,4,3,,21
2.02E+12,2,18,2,9,6,,,,,5,3,3
2.02E+12,1,13,2,1,70,,,,,5,,19
2.02E+12,1,44,1,1,43,1,30,,4,1,,21
2.02E+12,2,35,2,1,45,1,45,,4,1,,21
2.02E+12,3,41,1,1,5,,,,,5,2,3
2.02E+12,1,14,1,2,72,,,,,5,,11
2.02E+12,1,84,1,1,30,1,25,,10,1,,21
2.02E+12,1,18,1,1,27,1,20,,4,1,,21
2.02E+12,2,17,2,6,25,1,90,,12,1,,22
2.02E+12,1,25,2,1,46,2,10,,10,1,,23
2.02E+12,2,25,1,1,48,2,15,,9,1,,24
2.02E+12,3,32,1,1,9,,,,,5,5,6
2.02E+12,4,35,2,1,95,,,,,5,,16
2.02E+12,1,22,1,1,70,1,30,,4,3,,22
2.02E+12,2,35,2,1,50,1,,,,5,,21
2.02E+12,3,23,2,1,50,1,45,,4,3,,20
2.02E+12,1,112,2,1,43,1,30,,4,1,,22
2.02E+12,2,112,1,1,45,1,30,1,1,1,,19
2.02E+12,3,102,2,1,3,,,,,5,,1
2.02E+12,4,97,1,1,1,,,,,5,,
2.02E+12,1,48,1,1,87,7,,,,1,,23
2.02E+12,2,40,2,1,86,,,,,1,,24
2.02E+12,1,46,2,1,54,5,60,,2,3,,19
2.02E+12,1,24,1,1,72,7,,,,3,,22
2.02E+12,1,57,2,1,27,1,40,,4,5,,22
2.02E+12,1,41,2,1,95,,,,,2,,16
2.02E+12,1,33,1,1,87,,,,,5,,11
2.02E+12,1,13,1,1,27,1,45,,4,5,,22
2.02E+12,2,11,1,1,27,1,60,,2,5,,21
2.02E+12,1,25,2,1,59,,,,,1,,22
2.02E+12,2,24,1,1,60,,,,,1,,22
2.02E+12,1,15,1,6,19,,,,,5,15,16
2.02E+12,1,237,2,6,52,1,45,,4,1,,21
2.02E+12,2,108,1,6,51,,,,,1,,22
2.02E+12,3,96,2,6,17,,,,,5,14,14
2.02E+12,1,16,2,1,67,1,25,,10,3,,23
2.02E+12,1,9,2,1,31,7,10,,10,5,,21
2.02E+12,1,25,2,1,36,1,50,,4,1,,22
2.02E+12,2,27,1,1,38,1,30,,2,1,,22
2.02E+12,3,21,1,1,1,,,,,5,,
2.02E+12,1,20,1,1,53,1,30,,8,1,,21
2.02E+12,2,17,2,1,53,7,,,11,1,,21
2.02E+12,3,17,1,1,21,1,,,,5,,19
2.02E+12,1,28,1,1,87,,,,,1,,24
2.02E+12,2,25,2,1,59,,,,,1,,23
2.02E+12,1,42,1,6,25,1,,,,5,16,22
2.02E+12,2,39,1,6,24,3,,,,5,,21
2.02E+12,1,68,1,1,63,1,45,,4,1,,16
2.02E+12,2,73,2,1,58,,,,,1,,11
2.02E+12,3,85,1,1,27,2,60,1,1,5,,21
2.02E+12,4,81,2,1,27,1,,,,5,,16
2.02E+12,1,94,1,1,35,7,,,11,1,,21
2.02E+12,2,88,2,1,29,2,45,,4,1,,21
2.02E+12,1,20,2,1,25,2,45,,4,5,16,21
2.02E+12,1,75,2,1,32,1,45,,4,5,,21
2.02E+12,1,44,2,1,33,1,40,,4,5,,21
2.02E+12,1,179,2,1,54,1,10,,10,1,,16
2.02E+12,2,228,1,1,62,4,25,,4,1,,16
2.02E+12,1,28,2,1,29,1,16,,4,5,,21
2.02E+12,1,23,2,1,85,6,,,,2,,20
2.02E+12,2,37,2,1,58,1,,,,5,,21
2.02E+12,1,13,1,6,24,1,45,,4,5,,22
2.02E+12,2,16,2,6,24,1,40,,4,5,,22
2.02E+12,1,19,2,1,28,1,45,,4,5,,1
2.02E+12,1,40,1,9,32,1,20,,4,1,,21
2.02E+12,2,24,2,1,30,1,30,,4,1,,21
2.02E+12,1,26,2,1,30,1,,,,1,,21
2.02E+12,2,27,1,1,31,1,60,1,1,1,,21
2.02E+12,3,22,1,1,0,,,,,5,,
2.02E+12,1,21,2,1,46,1,,,11,1,,21
2.02E+12,2,32,1,1,52,1,,,,1,,22
2.02E+12,3,25,1,1,10,,,,,5,7,8
2.02E+12,4,25,1,1,8,,,,,5,4,4
2.02E+12,1,83,1,1,33,1,20,,4,5,,21
2.02E+12,1,81,2,6,36,1,40,,4,5,,21
2.02E+12,2,101,2,6,33,1,20,,4,5,,21
2.02E+12,1,42,1,1,30,1,20,,10,1,,21
2.02E+12,2,42,2,1,31,1,20,,10,1,,21
2.02E+12,1,85,1,1,38,1,40,,10,5,,21
2.02E+12,1,24,1,1,69,1,30,2,1,1,,22
2.02E+12,2,25,2,1,60,,,,,1,,21
2.02E+12,3,38,2,1,59,1,,,11,3,,21
2.02E+12,1,23,1,1,67,6,,,,5,,23
2.02E+12,1,60,1,1,22,1,20,,4,5,,21
2.02E+12,2,91,1,1,22,1,30,,4,5,,21
2.02E+12,1,15,1,1,46,6,,,11,1,,21
2.02E+12,2,28,2,6,51,2,15,,10,1,,22
2.02E+12,1,28,2,2,27,1,30,,4,5,,21
2.02E+12,1,14,1,1,65,1,20,,4,1,,21
2.02E+12,2,14,2,1,59,6,30,,4,1,,20
2.02E+12,1,14,1,1,74,1,10,,10,1,,22
2.02E+12,2,15,2,1,63,,,,,1,,21
2.02E+12,1,29,2,1,24,1,25,,4,5,,21
2.02E+12,2,44,2,1,24,1,30,,10,5,,21
2.02E+12,1,72,2,1,39,2,20,,10,3,,23
2.02E+12,2,79,1,1,35,1,40,,10,3,,21
2.02E+12,1,31,1,6,41,1,35,,4,1,,22
2.02E+12,2,29,2,6,44,1,30,,4,1,,21
2.02E+12,1,30,2,1,44,3,139,,4,5,,22
2.02E+12,1,22,2,6,30,1,20,,4,1,,21
2.02E+12,2,23,1,1,31,1,40,,4,1,,21
2.02E+12,1,78,1,1,55,1,20,,7,3,,21
2.02E+12,2,54,2,1,19,,,,,5,15,19
2.02E+12,1,23,2,1,76,6,30,,2,2,,22
2.02E+12,1,27,2,1,53,,,,,5,,15
2.02E+12,1,10,1,1,33,2,,,11,5,,23
2.02E+12,1,71,2,1,31,1,20,,10,1,,21
2.02E+12,2,79,1,1,36,1,15,,10,1,,21
2.02E+12,3,62,1,1,4,,,,,5,1,1
2.02E+12,4,65,2,1,4,,,,,5,1,1
2.02E+12,1,17,1,1,32,1,20,,4,1,,22
2.02E+12,2,16,2,1,33,1,,,11,1,,22
2.02E+12,3,15,2,1,0,,,,,5,,
2.02E+12,1,28,2,1,41,1,30,,10,5,,22
2.02E+12,1,19,1,1,84,,,,,2,,23
2.02E+12,1,101,2,1,58,,,,,5,,20
2.02E+12,1,85,2,1,30,2,,,11,1,,21
2.02E+12,2,88,1,1,31,1,30,,4,1,,21
2.02E+12,1,26,2,8,35,1,25,,4,5,,21
2.02E+12,1,25,2,1,72,6,50,,10,3,,23
2.02E+12,2,39,2,1,72,6,,,11,3,,23
2.02E+12,1,19,1,1,23,2,60,,4,5,15,21
2.02E+12,2,20,1,1,22,1,40,,4,5,15,20
2.02E+12,1,15,2,1,63,1,20,,2,5,,21
2.02E+12,1,28,2,9,28,1,60,,4,5,15,20
2.02E+12,2,53,1,9,3,,,,,5,1,2
2.02E+12,1,16,1,1,43,1,15,,7,1,,21
2.02E+12,2,15,2,1,38,1,,,,1,,21
2.02E+12,3,12,2,1,6,,,,,5,3,3
2.02E+12,4,12,1,1,3,,,,,5,1,2
2.02E+12,1,15,1,1,87,,,,,5,,21
2.02E+12,1,41,2,1,31,1,40,,4,5,,22
2.02E+12,1,29,1,1,36,1,30,,4,1,,21
2.02E+12,2,28,2,1,36,1,,,11,1,,23
2.02E+12,3,25,2,1,0,,,,,5,,
2.02E+12,1,24,2,2,19,,,,,5,,13
2.02E+12,1,63,1,2,64,,,,,1,,21
2.02E+12,2,70,2,1,59,2,40,,4,1,,22
2.02E+12,1,73,1,1,56,1,,,11,1,,16
2.02E+12,2,80,1,1,24,1,20,,4,5,,20
2.02E+12,1,23,1,1,68,6,,,,1,,22
2.02E+12,2,24,2,1,66,,,,,1,,22
2.02E+12,1,25,2,1,69,6,,,11,2,,22
2.02E+12,1,165,1,8,29,6,,,,3,,16
2.02E+12,2,245,2,2,29,1,20,,10,4,,21
2.02E+12,1,12,2,1,22,1,,,,5,15,16
2.02E+12,2,18,2,1,23,1,,,,5,15,21
2.02E+12,1,18,1,1,51,4,35,,4,5,,21
2.02E+12,1,61,2,1,27,1,15,,10,5,,21
2.02E+12,1,45,1,1,44,1,35,,2,1,,21
2.02E+12,2,37,2,1,45,1,,,,1,,21
2.02E+12,1,17,2,1,42,7,40,,7,1,,21
2.02E+12,2,17,1,1,46,1,30,,4,1,,23
2.02E+12,1,17,2,9,29,9,,,,1,,22
2.02E+12,1,22,1,1,74,1,45,,4,1,,21
2.02E+12,2,23,2,1,70,2,45,1,1,1,,24
2.02E+12,3,37,1,1,37,,,,,5,,22
2.02E+12,1,18,2,1,22,1,40,,10,5,,21
2.02E+12,1,20,1,1,28,1,35,,4,5,,23
2.02E+12,2,19,2,1,29,1,60,,5,5,,23
2.02E+12,1,37,1,1,70,1,,,,1,,21
2.02E+12,2,62,2,6,61,2,30,,4,1,,19
2.02E+12,1,73,2,1,55,,,,,1,,21
2.02E+12,2,70,1,1,59,1,20,,7,1,,21
2.02E+12,3,61,2,1,14,,,,,5,9,9
2.02E+12,4,61,2,1,14,,,,,5,9,9
2.02E+12,5,73,1,1,11,,,,,5,8,8
2.02E+12,1,14,1,1,64,,,,,3,,12
2.02E+12,1,16,1,1,68,,,,,5,,16
2.02E+12,1,33,2,1,25,4,60,,4,5,,21
2.02E+12,2,48,2,1,26,2,40,,2,5,,21
2.02E+12,3,49,2,1,26,2,40,,2,5,,21
2.02E+12,1,63,1,1,28,1,45,,4,5,,21
2.02E+12,1,56,2,1,27,1,30,,4,5,,21
2.02E+12,2,48,2,1,22,1,25,,3,5,,21
2.02E+12,1,22,2,1,86,,,,,2,,16
2.02E+12,1,74,2,1,62,1,30,,4,5,,22
2.02E+12,1,40,1,1,33,1,20,,4,1,,21
2.02E+12,2,38,2,6,33,1,20,,4,1,,22
2.02E+12,1,26,2,1,59,1,,,11,1,,23
2.02E+12,1,50,1,1,75,1,30,,4,1,,24
2.02E+12,2,47,2,1,69,,,,,1,,21
2.02E+12,1,20,2,2,85,,,,,2,,16
2.02E+12,1,20,2,1,47,6,,,,3,16,21
2.02E+12,2,22,1,1,12,,,,,5,9,9
2.02E+12,1,24,1,1,62,2,60,,4,1,,22
2.02E+12,1,23,2,1,81,,,,,2,,21
2.02E+12,1,67,2,6,31,2,20,,2,5,,22
2.02E+12,1,6,2,6,30,,,,,5,16,21
2.02E+12,1,15,2,1,72,1,60,,4,2,,21
2.02E+12,1,26,2,1,90,,,,,1,,14
2.02E+12,2,35,2,2,65,,,,,3,,22
2.02E+12,1,26,2,1,32,2,50,,4,5,,22
2.02E+12,1,27,2,1,69,6,,,11,1,,21
2.02E+12,2,29,1,1,75,6,,,11,1,,22
2.02E+12,1,26,2,1,72,3,30,,2,1,,23
2.02E+12,2,25,1,1,66,7,40,,4,1,,24
2.02E+12,1,8,1,1,46,2,45,,4,1,,22
2.02E+12,2,8,2,1,51,1,,,,1,,20
2.02E+12,3,8,1,1,13,,,,,5,10,10
2.02E+12,4,6,2,1,7,,,,,5,4,4
2.02E+12,1,29,1,1,77,3,,,,1,,21
2.02E+12,2,23,2,1,75,6,,,,1,,21
2.02E+12,1,20,2,1,22,1,30,,4,5,,21
2.02E+12,2,73,2,1,73,1,,,,5,,16
2.02E+12,1,102,1,9,39,1,45,,4,3,,18
2.02E+12,1,14,2,6,62,1,25,,4,1,,21
2.02E+12,1,15,1,1,79,7,22,,10,1,,20
2.02E+12,2,13,2,1,83,7,25,,10,1,,20
2.02E+12,1,57,1,6,36,5,40,,4,1,,22
2.02E+12,2,53,2,6,36,,,,,1,,21
2.02E+12,3,32,2,6,6,,,,,5,2,3
2.02E+12,4,35,1,6,3,,,,,5,1,2
2.02E+12,5,114,2,6,62,,,,,1,,16
2.02E+12,1,84,2,1,41,1,45,,2,1,,21
2.02E+12,2,94,1,1,40,1,30,,4,1,,21
2.02E+12,3,71,2,1,5,,,,,5,1,2
2.02E+12,4,77,2,1,3,,,,,5,,1
2.02E+12,1,8,2,1,81,,,,,1,,21
2.02E+12,2,10,1,1,84,1,,,,1,,21
2.02E+12,1,5,1,1,61,,,,,5,,23
2.02E+12,1,22,2,1,49,2,20,,10,5,,21
2.02E+12,1,16,1,1,38,1,25,,4,5,,21
2.02E+12,2,17,2,6,36,1,40,,4,5,,23
2.02E+12,1,24,1,1,56,1,30,,10,1,,24
2.02E+12,2,25,2,1,41,,,,,1,,22
2.02E+12,3,23,2,1,4,,,,,5,1,2
2.02E+12,4,23,2,1,2,,,,,5,,
2.02E+12,1,45,2,1,51,1,40,,10,5,,23
2.02E+12,1,46,2,1,65,,,,,1,,21
2.02E+12,2,46,1,1,70,,,,,1,,21
2.02E+12,1,19,2,1,51,1,,,,1,15,21
2.02E+12,2,29,1,1,51,1,20,,7,1,16,22
2.02E+12,1,24,2,1,70,2,5,,10,2,,22
2.02E+12,2,35,2,1,43,,,,,5,,19
2.02E+12,1,65,2,1,46,1,20,,4,5,,22
2.02E+12,1,68,1,1,55,3,60,,4,1,,21
2.02E+12,2,73,2,9,50,1,30,,10,1,,16
2.02E+12,1,26,2,1,51,,,,,1,,16
2.02E+12,2,26,1,1,22,1,15,,7,5,,21
2.02E+12,3,27,1,1,22,1,15,,7,5,15,21
2.02E+12,4,16,2,1,20,1,,,,5,15,20
2.02E+12,1,74,2,1,71,1,,,,1,,16
2.02E+12,1,24,2,1,54,6,,,11,5,,21
2.02E+12,1,27,2,1,65,,,,,5,,20
2.02E+12,2,48,2,6,45,1,,,,5,16,24
2.02E+12,1,82,2,1,53,1,40,,4,5,,22
2.02E+12,1,15,2,1,51,1,30,,2,1,,21
2.02E+12,2,14,1,1,62,6,20,,2,1,,23
2.02E+12,1,23,2,1,86,,,,,1,,21
2.02E+12,2,29,1,1,89,3,,,,1,,23
2.02E+12,1,74,2,1,88,,,,,2,,22
2.02E+12,1,96,2,1,44,2,15,,10,4,,22
2.02E+12,1,20,1,1,58,1,20,1,1,1,,23
2.02E+12,2,22,2,1,53,1,20,,7,1,,22
2.02E+12,1,29,1,1,50,1,30,,10,1,,23
2.02E+12,2,24,2,1,44,1,30,,4,1,,23
2.02E+12,3,20,2,1,12,,,,,5,9,10
2.02E+12,4,20,2,1,10,,,,,5,6,7
2.02E+12,1,82,1,1,63,,,,,3,,17
2.02E+12,1,77,2,1,33,,,,,5,16,23
2.02E+12,1,15,2,1,75,1,,,11,2,,22
2.02E+12,1,28,1,1,89,,,,,1,,24
2.02E+12,2,24,2,1,87,,,,,1,,20
2.02E+12,1,13,2,1,49,,,,,4,,22
2.02E+12,2,12,2,1,13,,,,,5,9,10
2.02E+12,1,44,2,1,39,1,,,,1,,21
2.02E+12,2,48,1,1,40,1,15,,4,1,,22
2.02E+12,3,44,1,1,5,,,,,5,1,2
2.02E+12,1,25,1,1,60,1,15,,4,1,,22
2.02E+12,2,28,2,1,60,6,30,1,1,1,,23
2.02E+12,3,18,2,1,18,1,,,,5,14,15
2.02E+12,1,15,1,1,57,1,15,,7,1,,23
2.02E+12,2,16,2,1,52,,,,,1,,22
2.02E+12,3,16,1,1,8,,,,,5,4,4
2.02E+12,1,81,2,1,35,1,20,,4,5,,23
2.02E+12,1,24,2,1,76,1,,,,3,,21
2.02E+12,1,83,1,6,39,1,30,,4,1,,21
2.02E+12,2,78,2,6,39,1,,,,1,,19
2.02E+12,1,29,2,1,40,1,20,,7,5,,21
2.02E+12,1,28,2,1,65,6,,,,1,,23
2.02E+12,2,28,1,1,73,7,,,,1,,22
2.02E+12,1,25,2,1,54,,,,,5,,21
2.02E+12,1,16,1,1,78,,,,,3,,19
2.02E+12,1,135,1,1,47,5,30,,4,1,,22
2.02E+12,2,121,2,1,47,,,,,1,,19
2.02E+12,3,147,2,1,17,,,,,5,13,14
2.02E+12,4,116,2,1,14,,,,,5,11,12
2.02E+12,5,116,2,1,5,,,,,5,2,3
2.02E+12,1,24,2,1,72,,,,,1,,21
2.02E+12,2,28,1,1,75,,,,,1,,21
2.02E+12,1,32,1,1,52,1,30,,4,5,,21
2.02E+12,2,30,1,1,37,1,20,,12,5,,19
2.02E+12,1,8,2,1,82,,,,,2,,21
2.02E+12,1,25,2,1,61,2,15,,10,1,,23
2.02E+12,2,23,1,1,60,1,45,,4,1,,22
2.02E+12,1,29,2,1,31,1,35,,4,5,,21
2.02E+12,1,27,1,1,89,6,,,11,1,,23
2.02E+12,2,22,2,1,82,6,,,11,1,,21
2.02E+12,1,23,1,1,60,2,7,,10,1,,23
2.02E+12,2,26,2,1,60,6,139,1,1,1,,21
2.02E+12,1,133,1,1,32,1,30,,4,5,,21
2.02E+12,1,67,2,1,29,1,,,11,1,,22
2.02E+12,2,74,1,1,29,1,,,11,1,16,23
2.02E+12,1,18,2,6,27,2,30,,4,5,,22
2.02E+12,1,74,1,1,80,,,,,1,,22
2.02E+12,2,78,2,1,79,,,,,1,,22
2.02E+12,1,43,2,1,75,,,,,1,,21
2.02E+12,2,43,1,1,79,,,,,1,,20
2.02E+12,1,40,1,1,45,1,15,,4,1,,22
2.02E+12,2,48,2,6,43,2,25,,4,1,,23
2.02E+12,3,44,1,9,7,,,,,5,3,3
2.02E+12,4,32,2,9,7,,,,,5,3,3
2.02E+12,5,61,2,9,4,,,,,5,1,1
2.02E+12,1,19,1,1,30,1,20,,4,1,,23
2.02E+12,2,21,2,1,30,1,30,,4,1,,23
2.02E+12,1,26,1,1,86,7,27,,10,1,,23
2.02E+12,2,28,2,1,75,,,,,1,,21
2.02E+12,1,85,2,1,83,,,,,5,,22
2.02E+12,2,116,2,1,79,2,40,,2,5,,22
2.02E+12,1,21,2,1,62,1,20,,2,5,,21
2.02E+12,1,26,1,1,81,6,,,,1,,23
2.02E+12,2,27,2,1,72,2,,,,1,,24
2.02E+12,1,61,2,6,26,1,90,,2,5,,21
2.02E+12,1,25,2,1,79,2,,,,5,,21
2.02E+12,1,35,2,1,32,2,12,,10,5,,22
2.02E+12,1,42,2,6,24,1,15,,4,5,,21
2.02E+12,2,72,2,1,24,1,10,,4,5,,21
2.02E+12,1,29,1,1,86,,,,,5,,21
2.02E+12,1,14,2,1,58,2,45,,4,2,,23
2.02E+12,1,35,1,1,61,1,5,,10,1,,17
2.02E+12,2,24,2,1,25,,,,,1,,18
2.02E+12,3,45,1,1,2,,,,,5,,
2.02E+12,1,54,2,6,35,1,,,11,1,,23
2.02E+12,2,60,1,6,35,1,20,,10,1,,23
2.02E+12,3,71,2,6,1,,,,,5,,
2.02E+12,1,23,1,1,63,1,15,,10,1,,23
2.02E+12,2,21,2,1,59,,,,,1,,19
2.02E+12,1,73,1,1,38,1,25,,4,5,,22
2.02E+12,1,7,1,1,62,7,,,11,1,,23
2.02E+12,2,7,2,1,60,2,15,,2,1,,21
2.02E+12,3,8,2,1,22,6,,,,5,15,21
2.02E+12,1,27,2,1,77,,,,,2,,22
2.02E+12,1,27,1,1,41,1,30,,4,1,,22
2.02E+12,2,27,2,1,40,1,30,,4,1,,21
2.02E+12,3,22,2,1,9,,,,,5,5,6
2.02E+12,4,30,1,1,6,,,,,5,2,3
2.02E+12,5,25,1,1,4,,,,,5,1,1
2.02E+12,1,33,2,1,50,1,40,,12,3,,21
2.02E+12,1,41,2,1,63,2,17,,7,3,,21
2.02E+12,1,35,2,1,52,6,,,11,5,,21
2.02E+12,1,18,2,1,57,2,95,,4,1,,23
2.02E+12,1,33,1,1,49,7,35,,2,1,,23
2.02E+12,2,37,2,1,49,2,20,,4,1,,22
2.02E+12,3,29,2,1,11,,,,,5,8,8
2.02E+12,4,28,2,1,9,,,,,5,6,6
2.02E+12,1,39,1,1,74,,,,,1,,21
2.02E+12,2,49,2,1,56,1,40,,7,1,,21
2.02E+12,1,17,2,1,59,1,90,,4,5,,22
2.02E+12,1,36,2,1,41,1,25,,4,5,,21
2.02E+12,1,29,2,1,45,1,,,,5,,21
2.02E+12,1,36,2,1,29,1,14,,4,1,,21
2.02E+12,2,44,1,1,30,1,25,,4,1,,22
2.02E+12,1,20,2,1,64,1,30,,2,3,,21
2.02E+12,1,251,2,1,79,,,,,3,,19
2.02E+12,1,56,2,6,28,2,30,,4,5,,21
2.02E+12,1,8,1,6,31,1,30,,10,1,,21
2.02E+12,2,9,2,6,32,3,,,,1,,21
2.02E+12,3,5,1,6,4,,,,,5,1,2
2.02E+12,4,5,1,6,1,,,,,5,,
2.02E+12,1,15,1,1,77,6,25,,10,1,,23
2.02E+12,1,15,2,1,78,,,,,1,,23
2.02E+12,2,15,1,1,86,6,,,,1,,23
2.02E+12,1,40,1,1,44,3,40,,4,1,,24
2.02E+12,2,42,2,6,49,2,45,,4,1,16,24
2.02E+12,3,32,2,9,11,,,,,5,8,8
2.02E+12,1,12,2,8,49,1,5,,10,5,,22
2.02E+12,1,75,1,1,65,6,,,,3,,21
2.02E+12,1,21,1,1,45,1,20,,4,1,,21
2.02E+12,2,23,2,1,43,,,,,1,,22
2.02E+12,3,21,1,1,15,,,,,5,11,11
2.02E+12,4,24,1,1,12,,,,,5,8,9
2.02E+12,1,10,2,1,78,,,,,2,,21
2.02E+12,1,44,1,1,40,1,60,,7,1,,21
2.02E+12,2,45,2,1,39,1,25,,7,1,,22
2.02E+12,3,41,1,1,15,,,,,5,12,12
2.02E+12,4,36,2,1,10,,,,,5,6,7
2.02E+12,5,36,2,1,8,,,,,5,4,4
2.02E+12,6,49,1,1,8,,,,,5,5,5
2.02E+12,1,16,2,1,30,1,25,,4,5,,22
2.02E+12,1,20,1,1,52,1,20,,4,1,,23
2.02E+12,2,18,2,1,50,,,,,1,,21
2.02E+12,3,13,1,1,16,,,,,5,13,13
2.02E+12,4,11,2,1,13,,,,,5,10,10
2.02E+12,1,25,1,1,61,1,30,,4,1,,21
2.02E+12,2,30,2,1,53,7,,,,1,,23
2.02E+12,1,29,2,1,76,7,75,,10,3,,18
2.02E+12,1,88,2,1,51,1,10,,10,3,,21
2.02E+12,2,56,2,1,13,,,,,5,10,10
2.02E+12,3,76,1,1,11,,,,,5,8,8
2.02E+12,1,17,1,1,69,1,30,,9,1,,24
2.02E+12,2,21,2,1,65,2,40,,3,1,,24
2.02E+12,1,28,2,1,71,,,,,1,,23
2.02E+12,2,24,1,1,72,1,,,,1,,23
2.02E+12,1,8,1,1,72,,,,,1,,16
2.02E+12,1,14,2,1,33,7,40,,7,1,,21
2.02E+12,2,14,1,1,42,1,30,,7,1,,21
2.02E+12,1,36,2,1,27,1,25,,4,5,,21
2.02E+12,2,49,2,1,27,2,25,,4,5,,23
2.02E+12,1,27,2,1,49,2,,,,1,,22
2.02E+12,2,24,1,1,49,6,30,,10,1,,23
2.02E+12,3,23,1,1,15,,,,,5,12,12
2.02E+12,4,21,2,1,11,,,,,5,7,7
2.02E+12,1,10,2,1,22,1,20,,4,5,15,21
2.02E+12,2,11,1,1,23,1,20,,4,5,15,21
2.02E+12,1,118,1,1,50,1,20,,10,1,,21
2.02E+12,2,73,2,1,49,,,,,1,,19
2.02E+12,3,68,2,1,14,,,,,5,12,12
2.02E+12,4,92,1,1,12,,,,,5,10,10
2.02E+12,1,19,2,1,95,,,,,5,,19
2.02E+12,1,67,1,1,38,4,50,,4,1,,23
2.02E+12,2,69,2,1,36,2,30,,2,1,,22
2.02E+12,3,62,2,1,4,,,,,5,1,1
2.02E+12,4,61,2,1,1,,,,,5,,
2.02E+12,1,21,2,8,47,1,,,,4,,15
2.02E+12,2,48,2,8,31,1,5,,2,1,,17
